	params	train_accuracy	train_sensitivity	train_specificity	train_mcc	validation_accuracy	validation_sensitivity	validation_specificity	validation_mcc
0	{'reg_param': 0}	0.9236374677394869	0.8479196556671449	0.9325976230899831	0.672392486908186	0.9284195605953225	0.8516129032258064	0.9378980891719745	0.6936457006920692
1	{'reg_param': 0.1}	0.9404888416578109	0.8407460545193687	0.9522920203735145	0.7215401663956464	0.933380581148122	0.7935483870967742	0.9506369426751592	0.6894625383604113
2	{'reg_param': 0.2}	0.9366934871717019	0.8393113342898135	0.9482173174872666	0.7086344908214973	0.9298369950389794	0.7935483870967742	0.946656050955414	0.6780749818465701
4	{'reg_param': 0.4}	0.9341126461211477	0.8407460545193687	0.9451612903225807	0.7009156359859822	0.927710843373494	0.8	0.9434713375796179	0.6736600696053132
3	{'reg_param': 0.3}	0.9348717170183695	0.8378766140602583	0.9463497453310696	0.7023484095314689	0.9284195605953225	0.7935483870967742	0.9450636942675159	0.673634945718151
5	{'reg_param': 0.5}	0.9325945043267041	0.8479196556671449	0.9426146010186757	0.6986431448906267	0.9227498228206945	0.8	0.9378980891719745	0.6588221915078608
6	{'reg_param': 0.6}	0.9298618490967057	0.8522238163558106	0.9390492359932088	0.6919035205881158	0.920623671155209	0.8129032258064516	0.9339171974522293	0.6574329669399646
7	{'reg_param': 0.7}	0.9275846364050402	0.8565279770444764	0.9359932088285229	0.6867646264145612	0.9142452161587526	0.8129032258064516	0.9267515923566879	0.6399429968464069
8	{'reg_param': 0.8}	0.9265219371489297	0.8593974175035868	0.93446519524618	0.6847463376503877	0.9099929128277817	0.8129032258064516	0.9219745222929936	0.628820074061545
9	{'reg_param': 0.9}	0.9254592378928191	0.8593974175035868	0.933276740237691	0.6817307046840537	0.9092841956059532	0.8064516129032258	0.9219745222929936	0.6244325540245194
