	params	train_accuracy	train_sensitivity	train_specificity	validation_accuracy	validation_sensitivity	validation_specificity
115	{'n_estimators': 1000, 'max_depth': 6, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9817722192655668	0.9492447129909366	0.9909571745435932	0.9714463066418374	0.9050445103857567	0.989010989010989
0	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9764502394890899	0.9093655589123867	0.9953932775976796	0.9714463066418374	0.8813056379821959	0.9952904238618524
100	{'n_estimators': 1000, 'max_depth': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9812400212879191	0.9280966767371601	0.99624637433885	0.9714463066418374	0.887240356083086	0.9937205651491365
25	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9817722192655668	0.9293051359516616	0.9965876130353182	0.9714463066418374	0.887240356083086	0.9937205651491365
1	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9771154869611496	0.9123867069486404	0.9953932775976796	0.9714463066418374	0.8813056379821959	0.9952904238618524
75	{'n_estimators': 500, 'max_depth': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9856306546035125	0.9661631419939577	0.9911277938918274	0.9714463066418374	0.9080118694362018	0.9882260596546311
30	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9811069717935071	0.943202416918429	0.9918102712847637	0.9714463066418374	0.8991097922848664	0.9905808477237049
58	{'n_estimators': 500, 'max_depth': 8, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9812400212879191	0.9480362537764351	0.990615935847125	0.9714463066418374	0.9020771513353115	0.9897959183673469
39	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9811069717935071	0.9480362537764351	0.990445316498891	0.9714463066418374	0.9020771513353115	0.9897959183673469
13	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.9765832889835019	0.9105740181268882	0.9952226582494454	0.9714463066418374	0.8813056379821959	0.9952904238618524
38	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9803086748270357	0.9438066465256798	0.990615935847125	0.9714463066418374	0.9020771513353115	0.9897959183673469
37	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'class_weight': None, 'bootstrap': False, 'random_state': 1618, 'n_jobs': 4}	0.979776476849388	0.9256797583081571	0.9950520389012114	0.9714463066418374	0.884272997032641	0.9945054945054945
10	{'n_estimators': 500, 'max_depth': 4, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9792442788717403	0.938368580060423	0.9907865551953592	0.9714463066418374	0.8991097922848664	0.9905808477237049
26	{'n_estimators': 500, 'max_depth': 6, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'class_weight': 'balanced', 'bootstrap': True, 'random_state': 1618, 'n_jobs': 4}	0.9820383182543906	0.945619335347432	0.992322129329466	0.9714463066418374	0.8991097922848664	0.9905808477237049
